Day of Week Ending,Lineage Bin,Modeltype,Usa Or Hhsregion,Variant,95CI,Share
"July 10, 2021",VOI,weighted,9,B.1.617.1,NA,0
"July 17, 2021",VOI,weighted,9,B.1.617.1,NA,0
"July 24, 2021",VOI,weighted,9,B.1.617.1,NA,0
"July 31, 2021",VOI,weighted,9,B.1.617.1,NA,0
"August 7, 2021",VOI,weighted,9,B.1.617.1,NA,0
"August 14, 2021",VOI,weighted,9,B.1.617.1,NA,0
"August 21, 2021",VOI,weighted,9,B.1.617.1,0.0-0.0%,9.353063069e-05
"August 28, 2021",VOI,weighted,9,B.1.617.1,NA,0
"June 12, 2021",VOI,weighted,9,B.1.617.3,NA,0
"June 19, 2021",VOI,weighted,9,B.1.617.3,NA,0
"June 26, 2021",VOI,weighted,9,B.1.617.3,NA,0
"July 3, 2021",VOI,weighted,9,B.1.617.3,NA,0
"July 10, 2021",VOI,weighted,9,B.1.617.3,NA,0
"July 17, 2021",VOI,weighted,9,B.1.617.3,NA,0
"July 24, 2021",VOI,weighted,9,B.1.617.3,NA,0
"July 31, 2021",VOI,weighted,9,B.1.617.3,NA,0
"August 7, 2021",VOI,weighted,9,B.1.617.3,NA,0
"August 14, 2021",VOI,weighted,9,B.1.617.3,NA,0
"August 21, 2021",VOI,weighted,9,B.1.617.3,NA,0
"August 28, 2021",VOI,weighted,9,B.1.617.3,NA,0
"June 12, 2021",VOI,weighted,10,B.1.526,1.6-19.5%,0.058866192
"June 19, 2021",VOI,weighted,10,B.1.526,2.1-8.0%,0.041118026
"June 26, 2021",VOI,weighted,10,B.1.526,1.0-6.1%,0.025604781
"July 3, 2021",VOI,weighted,10,B.1.526,0.1-13.7%,0.012941818
"July 10, 2021",VOI,weighted,10,B.1.526,0.4-3.2%,0.011095713
"July 17, 2021",VOI,weighted,10,B.1.526,NA,0
"July 24, 2021",VOI,weighted,10,B.1.526,NA,0
"July 31, 2021",VOI,weighted,10,B.1.526,NA,0
"August 7, 2021",VOI,weighted,10,B.1.526,0.0-1.4%,0.000603198
"August 14, 2021",VOI,weighted,10,B.1.526,NA,0
"August 21, 2021",VOI,weighted,10,B.1.526,0.0-0.3%,0.000307617
"August 28, 2021",VOI,weighted,10,B.1.526,NA,0
"June 12, 2021",VOI,weighted,10,B.1.525,NA,0
"June 19, 2021",VOI,weighted,10,B.1.525,NA,0
"June 26, 2021",VOI,weighted,10,B.1.525,NA,0
"July 3, 2021",VOI,weighted,10,B.1.525,NA,0
"July 10, 2021",VOI,weighted,10,B.1.525,NA,0
"July 17, 2021",VOI,weighted,10,B.1.525,NA,0
"July 24, 2021",VOI,weighted,10,B.1.525,NA,0
"July 31, 2021",VOI,weighted,10,B.1.525,NA,0
"August 7, 2021",VOI,weighted,10,B.1.525,NA,0
"August 14, 2021",VOI,weighted,10,B.1.525,NA,0
"August 21, 2021",VOI,weighted,10,B.1.525,NA,0
"August 28, 2021",VOI,weighted,10,B.1.525,NA,0
"June 12, 2021",VOI,weighted,10,B.1.617.1,NA,0
"June 19, 2021",VOI,weighted,10,B.1.617.1,NA,0
"June 26, 2021",VOI,weighted,10,B.1.617.1,NA,0
"July 3, 2021",VOI,weighted,10,B.1.617.1,NA,0
"July 10, 2021",VOI,weighted,10,B.1.617.1,NA,0
"July 17, 2021",VOI,weighted,10,B.1.617.1,NA,0
"July 24, 2021",VOI,weighted,10,B.1.617.1,NA,0
"July 31, 2021",VOI,weighted,10,B.1.617.1,NA,0
"August 7, 2021",VOI,weighted,10,B.1.617.1,NA,0
"August 14, 2021",VOI,weighted,10,B.1.617.1,NA,0
"August 21, 2021",VOI,weighted,10,B.1.617.1,NA,0
"August 28, 2021",VOI,weighted,10,B.1.617.1,NA,0
"June 12, 2021",VOI,weighted,10,B.1.617.3,NA,0
"June 19, 2021",VOI,weighted,10,B.1.617.3,NA,0
"June 26, 2021",VOI,weighted,10,B.1.617.3,NA,0
"July 3, 2021",VOI,weighted,10,B.1.617.3,NA,0
"July 10, 2021",VOI,weighted,10,B.1.617.3,NA,0
"July 17, 2021",VOI,weighted,10,B.1.617.3,NA,0
"July 24, 2021",VOI,weighted,10,B.1.617.3,NA,0
"July 31, 2021",VOI,weighted,10,B.1.617.3,NA,0
"August 7, 2021",VOI,weighted,10,B.1.617.3,NA,0
"August 14, 2021",VOI,weighted,10,B.1.617.3,NA,0
"August 21, 2021",VOI,weighted,10,B.1.617.3,NA,0
"August 28, 2021",VOI,weighted,10,B.1.617.3,NA,0
"June 12, 2021",VOI,weighted,USA,B.1.526,3.3-5.9%,0.044287130
"June 19, 2021",VOI,weighted,USA,B.1.526,2.1-4.5%,0.031152798
"June 26, 2021",VOI,weighted,USA,B.1.526,1.4-3.0%,0.020399153
"July 3, 2021",VOI,weighted,USA,B.1.526,0.9-1.8%,0.012836729
"July 10, 2021",VOI,weighted,USA,B.1.526,0.3-0.7%,0.004913623
"July 17, 2021",VOI,weighted,USA,B.1.526,0.1-0.4%,0.002451597
"July 24, 2021",VOI,weighted,USA,B.1.526,0.0-0.1%,0.000621911
"July 31, 2021",VOI,weighted,USA,B.1.526,0.0-0.1%,0.000278056
"August 7, 2021",VOI,weighted,USA,B.1.526,0.0-0.1%,0.000274929
"August 14, 2021",VOI,weighted,USA,B.1.526,0.0-0.1%,0.000162740
"August 21, 2021",VOI,weighted,USA,B.1.526,0.0-0.0%,1.271594010e-05
"August 28, 2021",VOI,weighted,USA,B.1.526,NA,0
"June 12, 2021",VOI,weighted,USA,B.1.525,0.0-0.4%,0.001307091
"June 19, 2021",VOI,weighted,USA,B.1.525,0.0-0.6%,0.001373138
"June 26, 2021",VOI,weighted,USA,B.1.525,NA,0
"July 3, 2021",VOI,weighted,USA,B.1.525,0.0-0.1%,0.000288901
"July 10, 2021",VOI,weighted,USA,B.1.525,NA,0
"July 17, 2021",VOI,weighted,USA,B.1.525,NA,0
"July 24, 2021",VOI,weighted,USA,B.1.525,NA,0
"July 31, 2021",VOI,weighted,USA,B.1.525,NA,0
"August 7, 2021",VOI,weighted,USA,B.1.525,NA,0
"August 14, 2021",VOI,weighted,USA,B.1.525,NA,0
"August 21, 2021",VOI,weighted,USA,B.1.525,NA,0
"August 28, 2021",VOI,weighted,USA,B.1.525,NA,0
"June 12, 2021",VOI,weighted,USA,B.1.617.1,NA,0
"June 19, 2021",VOI,weighted,USA,B.1.617.1,NA,0
"June 26, 2021",VOI,weighted,USA,B.1.617.1,NA,0
"July 3, 2021",VOI,weighted,USA,B.1.617.1,NA,0
"July 10, 2021",VOI,weighted,USA,B.1.617.1,NA,0
"July 17, 2021",VOI,weighted,USA,B.1.617.1,NA,0
"July 24, 2021",VOI,weighted,USA,B.1.617.1,NA,0
"July 31, 2021",VOI,weighted,USA,B.1.617.1,NA,0
"August 7, 2021",VOI,weighted,USA,B.1.617.1,NA,0
"August 14, 2021",VOI,weighted,USA,B.1.617.1,NA,0
"August 21, 2021",VOI,weighted,USA,B.1.617.1,0.0-0.0%,1.064847402e-05
"August 28, 2021",VOI,weighted,USA,B.1.617.1,NA,0
"June 12, 2021",VOI,weighted,USA,B.1.617.3,NA,0
"June 19, 2021",VOI,weighted,USA,B.1.617.3,NA,0
"June 26, 2021",VOI,weighted,USA,B.1.617.3,NA,0
"July 3, 2021",VOI,weighted,USA,B.1.617.3,NA,0
"July 10, 2021",VOI,weighted,USA,B.1.617.3,NA,0
"July 17, 2021",VOI,weighted,USA,B.1.617.3,NA,0
"July 24, 2021",VOI,weighted,USA,B.1.617.3,NA,0
"July 31, 2021",VOI,weighted,USA,B.1.617.3,NA,0
"August 7, 2021",VOI,weighted,USA,B.1.617.3,NA,0
"August 14, 2021",VOI,weighted,USA,B.1.617.3,NA,0
"August 21, 2021",VOI,weighted,USA,B.1.617.3,NA,0
"August 28, 2021",VOI,weighted,USA,B.1.617.3,NA,0
